name, result, bool var, arith var, conflict, decision, stage, learned added
ball_count_2d_slope.10.seq_lazy_linear_enc_global_13, unsat, , , , , , 
ball_count_2d_slope.10.seq_lazy_linear_enc_global_15, unsat, , , , , , 
ball_count_2d_slope.10.seq_lazy_linear_enc_global_5, unsat, , , , , , 
ball_count_2d_slope.10.seq_lazy_linear_enc_lemmas_global_12, unsat, , , , , , 
ball_count_2d_slope.10.seq_lazy_linear_enc_lemmas_global_7, unsat, , , , , , 
etcs_braking_2.01.qfree_global_1, unsat, , , 15, 35, 15, 
etcs_braking_2.01.qfree_global_11, unsat, , , 8363, 16175, 15273, 
etcs_braking_2.01.qfree_global_6, unsat, , , 1057, 2665, 1770, 
etcs_braking_2.01.redlog_global_2, unsat, , , 638, 1597, 770, 
etcs_braking_2.01.seq_lazy_global_12, unsat, , , 4742, 8969, 14280, 
etcs_braking_2.01.seq_lazy_global_9, timeout, , , , , , 
etcs_braking_2.01.seq_lazy_lemmas_global_3, unsat, , , 495, 530, 757, 
etcs_braking_2.01.seq_lazy_lemmas_global_6, unsat, , , 17075, 26742, 15683, 
etcs_braking_2.01.seq_lazy_linear_enc_global_11, unsat, , , 5161, 9153, 12904, 
etcs_braking_2.01.seq_lazy_linear_enc_global_2, unsat, , , 39, 21, 65, 
etcs_braking_2.01.seq_lazy_linear_enc_global_6, unsat, , , 686, 973, 1699, 
etcs_braking_2.01.seq_lazy_linear_enc_global_9, unsat, , , 5794, 9052, 7308, 
simple_ballistics_reach.01.seq_lazy_global_4, unsat, , , , , , 
simple_ballistics_reach.01.seq_lazy_global_5, timeout, , , , , , 
simple_ballistics_reach.01.seq_lazy_global_8, unsat, , , , , , 
simple_ballistics_reach.01.seq_lazy_lemmas_global_10, unsat, , , , , , 
simple_ballistics_reach.01.seq_lazy_lemmas_global_14, unsat, , , , , , 
simple_ballistics_reach.01.seq_lazy_lemmas_global_2, unsat, , , , , , 
simple_ballistics_reach.01.seq_lazy_lemmas_global_5, timeout, , , , , , 
simple_ballistics_reach.01.seq_lazy_linear_enc_global_5, timeout, , , , , , 
simple_ballistics_reach.01.seq_lazy_linear_enc_lemmas_global_0, unsat, , , , , , 
simple_ballistics_reach.01.seq_lazy_linear_enc_lemmas_global_10, unsat, , , , , , 
simple_ballistics_reach.01.seq_lazy_linear_enc_lemmas_global_2, unsat, , , , , , 
simple_ballistics_reach.01.seq_lazy_linear_enc_lemmas_global_4, unsat, , , , , , 
CONVOI2-chunk-0010, sat, , , , , 4, 
CONVOI2-chunk-0011, sat, , , , , 4, 
CONVOI2-chunk-0012, sat, , , , , 4, 
CONVOI2-chunk-0013, unsat, , , , , , 
CONVOI2-chunk-0014, sat, , , , , 5, 
CONVOI2-chunk-0015, unsat, , , 1, , 1, 
CONVOI2-chunk-0016, sat, , , , , 5, 
CONVOI2-chunk-0017, sat, , , 2, , 7, 
CONVOI2-chunk-0018, sat, , , , , 5, 
CONVOI2-chunk-0019, sat, , , , , 5, 
CONVOI2-chunk-0020, sat, , , , , 5, 
CONVOI2-chunk-0021, sat, , , 1, , 6, 
CONVOI2-chunk-0024, sat, , , , 1, 5, 
CONVOI2-chunk-0025, sat, , , , 1, 5, 
CONVOI2-chunk-0026, sat, , , 11, 3, 15, 
CONVOI2-chunk-0027, sat, , , , , 5, 
CONVOI2-chunk-0028, sat, , , 2, , 7, 
CONVOI2-chunk-0029, sat, , , , , 5, 
CONVOI2-chunk-0031, sat, , , 2, , 7, 
CONVOI2-chunk-0032, unsat, , , , , , 
CONVOI2-chunk-0033, sat, , , 2, , 7, 
CONVOI2-chunk-0034, unsat, , , , , , 
CONVOI2-chunk-0035, sat, , , , , 4, 
CONVOI2-chunk-0036, sat, , , , , 5, 
CONVOI2-chunk-0037, sat, , , , , 5, 
CONVOI2-chunk-0038, sat, , , 1, , 6, 
CONVOI2-chunk-0039, sat, , , , , 5, 
CONVOI2-chunk-0040, unsat, , , 9, 2, 7, 
CONVOI2-chunk-0041, unsat, , , 12, 3, 22, 
CONVOI2-chunk-0042, unsat, , , 12, 2, 22, 
CONVOI2-chunk-0044, sat, , , , , 5, 
CONVOI2-chunk-0047, unsat, , , 9, 2, 19, 
CONVOI2-chunk-0051, sat, , , , , 5, 
CONVOI2-chunk-0052, unsat, , , 1, , 1, 
CONVOI2-chunk-0053, sat, , , , , 5, 
CONVOI2-chunk-0054, sat, , , 1, , 6, 
cos-3410-b-chunk-0012, sat, , , , , 4, 
cos-3410-b-chunk-0014, sat, , , , , 4, 
cos-3410-b-chunk-0015, sat, , , , , 4, 
cos-3410-b-chunk-0016, sat, , , , , 4, 
cos-3410-b-chunk-0018, sat, , , , , 4, 
cos-3410-b-chunk-0019, sat, , , , , 4, 
cos-3410-b-chunk-0020, sat, , , 2, 1, 6, 
cos-3410-b-chunk-0021, sat, , , , , 4, 
cos-3410-b-chunk-0022, sat, , , 2, 2, 6, 
cos-3410-b-chunk-0024, sat, , , , , 4, 
cos-3410-b-chunk-0025, sat, , , 25, 9, 22, 
cos-3410-b-chunk-0026, sat, , , 1, 1, 5, 
cos-3410-b-chunk-0027, sat, , , 14, 6, 14, 
cos-3410-b-chunk-0028, unsat, , , 323, 120, 206, 
cos-problem-12-chunk-0004, sat, , , , , 4, 
cos-problem-12-chunk-0005, sat, , , 4, 2, 7, 
cos-problem-12-chunk-0006, sat, , , , , 4, 
cos-problem-12-chunk-0007, unsat, , , 20, 4, 18, 
cos-problem-5-chunk-0018, sat, , , , , 3, 
cos-problem-5-chunk-0020, sat, , , , , 3, 
cos-problem-5-chunk-0021, unsat, , , 1, , 1, 
cos-problem-5-chunk-0022, unsat, , , 1, , 1, 
cos-problem-5-chunk-0023, unsat, , , 3, 1, 2, 
cos-problem-5-chunk-0024, sat, , , , 1, 4, 
cos-problem-5-chunk-0025, unsat, , , 4, 1, 5, 
cos-problem-5-chunk-0027, unsat, , , 3, 1, 2, 
cos-problem-5-chunk-0029, sat, , , , , 4, 
cos-problem-5-chunk-0033, unsat, , , , , , 
cos-problem-5-chunk-0034, unsat, , , 1, , 1, 
cos-problem-5-chunk-0035, unsat, , , 2, , 2, 
cos-problem-5-chunk-0037, unsat, , , , , , 
cos-problem-5-chunk-0038, unsat, , , 1, , 1, 
cos-problem-5-chunk-0039, sat, , , , 1, 4, 
cos-problem-5-chunk-0040, unsat, , , , , , 
cos-problem-5-chunk-0042, sat, , , , , 4, 
cos-problem-5-chunk-0044, sat, , , , , 4, 
cos-problem-5-chunk-0046, sat, , , , , 4, 
cos-problem-5-chunk-0048, unsat, , , 6, 1, 5, 
cos-problem-5-chunk-0049, unsat, , , 3, 1, 2, 
sin-344-3-chunk-0017, sat, , , , , 4, 
sin-344-3-chunk-0018, sat, , , , , 4, 
sin-344-3-chunk-0020, sat, , , , , 4, 
sin-344-3-chunk-0025, sat, , , , , 4, 
sin-344-3-chunk-0026, sat, , , , , 4, 
sin-344-3-chunk-0028, sat, , , , , 4, 
sin-344-3-chunk-0029, unsat, , , 1, , 1, 
sin-344-3-chunk-0034, sat, , , , , 4, 
sin-344-3-chunk-0037, sat, , , , , 4, 
sin-344-3-chunk-0038, unsat, , , 1, , 1, 
sin-344-3-chunk-0039, unsat, , , 3, , 3, 
sin-344-3-chunk-0040, sat, , , , , 4, 
sin-344-3-chunk-0041, sat, , , , , 4, 
sin-344-3-chunk-0042, sat, , , , , 4, 
sin-344-3-chunk-0043, sat, , , , , 4, 
sin-344-3-chunk-0045, sat, , , , , 4, 
sin-344-3-chunk-0046, sat, , , , , 4, 
sin-344-3-chunk-0047, sat, , , , , 4, 
sin-344-3-chunk-0048, sat, , , , , 4, 
sin-344-3-chunk-0049, unsat, , , 1, , 2, 
sin-344-3-chunk-0050, sat, , , , , 4, 
sin-344-3-chunk-0051, sat, , , , , 4, 
sin-344-3-chunk-0052, sat, , , , , 4, 
sin-344-3-chunk-0053, unsat, , , 1, , 2, 
sin-344-3-chunk-0055, sat, , , , , 4, 
sin-344-3-chunk-0057, sat, , , , , 4, 
sin-344-3-chunk-0058, sat, , , , , 4, 
sin-344-3-chunk-0059, sat, , , , , 4, 
sin-344-3-chunk-0060, sat, , , , , 4, 
sin-344-3-chunk-0061, unsat, , , 1, , 2, 
sin-344-3-chunk-0062, sat, , , , , 4, 
sin-344-3-chunk-0063, sat, , , , , 4, 
sin-344-3-chunk-0064, sat, , , , , 4, 
sin-344-3-chunk-0065, unsat, , , 1, , 2, 
sin-344-3-chunk-0067, sat, , , , , 4, 
sin-344-3-chunk-0069, sat, , , , , 4, 
sin-344-3-weak-chunk-0017, sat, , , , , 4, 
sin-344-3-weak-chunk-0018, sat, , , , , 4, 
sin-344-3-weak-chunk-0020, sat, , , , , 4, 
sin-344-3-weak-chunk-0025, unsat, , , 12, 3, 10, 
sin-344-3-weak-chunk-0027, unsat, , , 4, , 4, 
sin-344-3-weak-chunk-0030, unsat, , , 3, , 3, 
sin-344-3-weak-chunk-0036, sat, , , , , 4, 
sin-344-3-weak-chunk-0037, sat, , , , , 4, 
sin-344-3-weak-chunk-0038, sat, , , , , 4, 
sin-344-3-weak-chunk-0039, unsat, , , 1, , 3, 
sin-344-3-weak-chunk-0044, sat, , , 3, , 7, 
sin-344-3-weak-chunk-0045, sat, , , , , 4, 
sin-344-3-weak-chunk-0046, sat, , , , , 4, 
sin-344-3-weak-chunk-0047, unsat, , , 17, 2, 15, 
sin-344-3-weak-chunk-0048, unsat, , , 13, 1, 12, 
sin-344-3-weak-chunk-0049, sat, , , , , 4, 
sin-344-4-chunk-0021, sat, , , , , 5, 
sin-344-4-chunk-0022, sat, , , , , 5, 
sin-344-4-chunk-0024, sat, , , 1, , 6, 
sin-344-4-chunk-0031, sat, , , , , 5, 
sin-344-4-chunk-0032, sat, , , , , 5, 
sin-344-4-chunk-0034, sat, , , , , 5, 
sin-344-4-chunk-0035, unsat, , , 1, , 1, 
sin-344-4-chunk-0040, sat, , , , , 5, 
sin-344-4-chunk-0044, sat, , , , , 5, 
sin-344-4-chunk-0045, unsat, , , 1, , 1, 
sin-344-4-chunk-0046, unsat, , , 4, , 4, 
sin-344-4-chunk-0047, sat, , , , , 5, 
sin-344-4-chunk-0048, sat, , , , , 5, 
sin-344-4-chunk-0049, sat, , , , , 5, 
sin-344-4-chunk-0050, sat, , , , , 5, 
sin-344-4-chunk-0052, sat, , , , , 5, 
sin-cos-346-b-chunk-0010, sat, , , , , 4, 
sin-cos-346-b-chunk-0011, sat, , , , , 4, 
sin-cos-346-b-chunk-0012, sat, , , , , 4, 
sin-cos-346-b-chunk-0013, unsat, , , , , , 
sin-cos-346-b-chunk-0014, unsat, , , , , , 
sin-cos-346-b-chunk-0015, unsat, , , , , , 
sin-cos-346-b-chunk-0016, unsat, , , , , , 
sin-cos-346-b-chunk-0017, unsat, , , , , , 
sin-cos-346-b-chunk-0018, sat, , , , , 4, 
sin-cos-346-b-chunk-0019, unsat, , , , , , 
sin-cos-346-b-chunk-0020, sat, , , , , 4, 
sin-cos-346-b-chunk-0021, unsat, , , , , , 
sin-cos-346-b-chunk-0022, sat, , , , , 4, 
sin-cos-346-b-chunk-0023, sat, , , , , 4, 
sin-cos-346-b-chunk-0026, sat, , , , , 4, 
sin-cos-346-b-chunk-0027, sat, , , , , 4, 
sin-cos-346-b-chunk-0028, unsat, , , , , , 
sin-cos-346-b-chunk-0029, unsat, , , , , , 
sin-cos-346-b-chunk-0030, sat, , , , , 4, 
sin-cos-346-b-chunk-0031, sat, , , , , 4, 
sin-cos-346-b-chunk-0034, sat, , , , , 4, 
sin-cos-346-b-chunk-0035, sat, , , , , 4, 
sin-cos-346-b-chunk-0036, unsat, , , , , , 
sin-cos-346-b-chunk-0037, unsat, , , , , , 
sin-cos-346-b-chunk-0038, sat, , , , , 4, 
sin-cos-346-b-chunk-0039, sat, , , , , 4, 
sin-cos-346-b-chunk-0042, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0043, unsat, , , , , , 
sin-cos-346-b-chunk-0044, unsat, , , , , , 
sin-cos-346-b-chunk-0045, sat, , , , , 4, 
sin-cos-346-b-chunk-0046, unsat, , , , , , 
sin-cos-346-b-chunk-0047, sat, , , , , 4, 
sin-cos-346-b-chunk-0048, unsat, , , , , , 
sin-cos-346-b-chunk-0049, sat, , , , , 4, 
sin-cos-346-b-chunk-0050, unsat, , , , , , 
sin-cos-346-b-chunk-0051, sat, , , , , 4, 
sin-cos-346-b-chunk-0052, unsat, , , , , , 
sin-cos-346-b-chunk-0053, sat, , , , , 4, 
sin-cos-346-b-chunk-0054, unsat, , , , , , 
sin-cos-346-b-chunk-0055, unsat, , , , , , 
sin-cos-346-b-chunk-0056, sat, , , , , 4, 
sin-cos-346-b-chunk-0057, sat, , , , , 4, 
sin-cos-346-b-chunk-0060, sat, , , , , 4, 
sin-cos-346-b-chunk-0061, unsat, , , , , , 
sin-cos-346-b-chunk-0062, unsat, , , , , , 
sin-cos-346-b-chunk-0063, sat, , , , , 4, 
sin-cos-346-b-chunk-0064, sat, , , , , 4, 
sin-cos-346-b-chunk-0067, unsat, , , , , , 
sin-cos-346-b-chunk-0068, unsat, , , , , , 
sin-cos-346-b-chunk-0069, sat, , , , , 4, 
sin-cos-346-b-chunk-0070, unsat, , , , , , 
sin-cos-346-b-chunk-0071, sat, , , , , 4, 
sin-cos-346-b-chunk-0072, unsat, , , , , , 
sin-cos-346-b-chunk-0073, sat, , , , , 4, 
sin-cos-346-b-chunk-0074, unsat, , , , , , 
sin-cos-346-b-chunk-0075, sat, , , , , 4, 
sin-cos-346-b-chunk-0076, unsat, , , , , , 
sin-cos-346-b-chunk-0077, sat, , , , , 4, 
sin-cos-346-b-chunk-0078, unsat, , , , , , 
sin-cos-346-b-chunk-0079, unsat, , , , , , 
sin-cos-346-b-chunk-0080, sat, , , , , 4, 
sin-cos-346-b-chunk-0081, sat, , , , , 4, 
sin-cos-346-b-chunk-0084, sat, , , , , 4, 
sin-cos-346-b-chunk-0085, unsat, , , , , , 
sin-cos-346-b-chunk-0086, unsat, , , , , , 
sin-cos-346-b-chunk-0087, sat, , , , , 4, 
sin-cos-346-b-chunk-0088, sat, , , , , 4, 
sin-cos-346-b-chunk-0091, unsat, , , , , , 
sin-cos-346-b-chunk-0092, unsat, , , , , , 
sin-cos-346-b-chunk-0093, sat, , , , , 4, 
sin-cos-346-b-chunk-0094, unsat, , , , , , 
sin-cos-346-b-chunk-0095, sat, , , , , 4, 
sin-cos-346-b-chunk-0096, unsat, , , , , , 
sin-cos-346-b-chunk-0097, sat, , , , , 4, 
sin-cos-346-b-chunk-0098, unsat, , , , , , 
sin-cos-346-b-chunk-0099, sat, , , , , 4, 
sin-cos-346-b-chunk-0100, unsat, , , , , , 
sin-cos-346-b-chunk-0101, sat, , , , , 4, 
sin-cos-346-b-chunk-0102, unsat, , , , , , 
sin-cos-346-b-chunk-0103, sat, , , , , 4, 
sin-cos-346-b-chunk-0104, unsat, , , , , , 
sin-cos-346-b-chunk-0105, sat, , , , , 4, 
sin-cos-346-b-chunk-0106, unsat, , , , , , 
sin-cos-346-b-chunk-0107, unsat, , , , , , 
sin-cos-346-b-chunk-0108, sat, , , , , 4, 
sin-cos-346-b-chunk-0109, sat, , , , , 4, 
sin-cos-346-b-chunk-0112, sat, , , , , 4, 
sin-cos-346-b-chunk-0113, unsat, , , , , , 
sin-cos-346-b-chunk-0114, unsat, , , , , , 
sin-cos-346-b-chunk-0115, sat, , , , , 4, 
sin-cos-346-b-chunk-0116, sat, , , , , 4, 
sin-cos-346-b-chunk-0119, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0120, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0121, sat, , , 1, , 4, 
sin-cos-346-b-chunk-0122, sat, , , 1, , 6, 
sin-cos-346-b-chunk-0123, sat, , , 1, , 4, 
sin-cos-346-b-chunk-0124, sat, , , 1, , 6, 
sin-cos-346-b-chunk-0125, sat, , , 1, , 4, 
sin-cos-346-b-chunk-0126, sat, , , 1, , 6, 
sin-cos-346-b-chunk-0127, sat, , , , , 3, 
sin-cos-346-b-chunk-0128, sat, , , , , 4, 
sin-cos-346-b-chunk-0129, sat, , , , , 3, 
sin-cos-346-b-chunk-0130, sat, , , , , 4, 
sin-cos-346-b-chunk-0131, sat, , , , , 3, 
sin-cos-346-b-chunk-0132, sat, , , , , 4, 
sin-cos-346-b-chunk-0133, sat, , , , , 3, 
sin-cos-346-b-chunk-0134, sat, , , , , 4, 
sin-cos-346-b-chunk-0138, unsat, , , , , , 
sin-cos-346-b-chunk-0139, sat, , , , , 4, 
sin-cos-346-b-chunk-0140, sat, , , , , 4, 
sin-cos-346-b-chunk-0141, sat, , , , , 4, 
sin-cos-346-b-chunk-0142, sat, , , , , 4, 
sin-cos-346-b-chunk-0144, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0147, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0149, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0152, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0154, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0157, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0158, sat, , , 1, , 4, 
sin-cos-346-b-chunk-0159, sat, , , 1, , 6, 
sin-cos-346-b-chunk-0160, sat, , , 1, , 4, 
sin-cos-346-b-chunk-0161, sat, , , 1, , 6, 
sin-cos-346-b-chunk-0162, sat, , , 1, , 4, 
sin-cos-346-b-chunk-0163, sat, , , 1, , 6, 
sin-cos-346-b-chunk-0164, sat, , , , , 4, 
sin-cos-346-b-chunk-0165, sat, , , , , 4, 
sin-cos-346-b-chunk-0166, sat, , , , , 4, 
sin-cos-346-b-chunk-0167, sat, , , , , 4, 
sin-cos-346-b-chunk-0168, sat, , , , , 4, 
sin-cos-346-b-chunk-0169, sat, , , , , 4, 
sin-cos-346-b-chunk-0170, sat, , , , , 4, 
sin-cos-346-b-chunk-0171, sat, , , , , 4, 
sin-cos-346-b-chunk-0174, unsat, , , , , , 
sin-cos-346-b-chunk-0177, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0180, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0183, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0184, sat, , , , , 4, 
sin-cos-346-b-chunk-0185, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0186, sat, , , , , 4, 
sin-cos-346-b-chunk-0187, sat, , , , , 4, 
sin-cos-346-b-chunk-0188, unsat, , , , , , 
sin-cos-346-b-chunk-0189, sat, , , , , 4, 
sin-cos-346-b-chunk-0190, unsat, , , , , , 
sin-cos-346-b-chunk-0191, unsat, , , , , , 
sin-cos-346-b-chunk-0192, sat, , , , , 4, 
sin-cos-346-b-chunk-0193, sat, , , , , 4, 
sin-cos-346-b-chunk-0196, unsat, , , , , , 
sin-cos-346-b-chunk-0197, sat, , , , , 4, 
sin-cos-346-b-chunk-0198, sat, , , , , 4, 
sin-cos-346-b-chunk-0199, unsat, , , , , , 
sin-cos-346-b-chunk-0201, sat, , , , , 4, 
sin-cos-346-b-chunk-0202, sat, , , , , 4, 
sin-cos-346-b-chunk-0203, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0204, unsat, , , , , , 
sin-cos-346-b-chunk-0205, sat, , , , , 4, 
sin-cos-346-b-chunk-0206, sat, , , , , 4, 
sin-cos-346-b-chunk-0207, unsat, , , , , , 
sin-cos-346-b-chunk-0208, sat, , , , , 4, 
sin-cos-346-b-chunk-0209, sat, , , , , 4, 
sin-cos-346-b-chunk-0210, unsat, , , 3, , 3, 
sin-cos-346-b-chunk-0211, sat, , , , , 4, 
sin-cos-346-b-chunk-0212, sat, , , , , 4, 
sin-cos-346-b-chunk-0213, unsat, , , , , , 
sin-cos-346-b-chunk-0214, sat, , , , , 4, 
sin-cos-346-b-chunk-0215, sat, , , , , 4, 
sin-cos-346-b-chunk-0218, unsat, , , , , , 
sin-cos-346-b-chunk-0219, sat, , , , , 4, 
sin-cos-346-b-chunk-0220, sat, , , , , 4, 
sin-cos-346-b-chunk-0221, unsat, , , , , , 
sin-cos-346-b-chunk-0223, sat, , , , , 4, 
sin-cos-346-b-chunk-0224, sat, , , , , 4, 
sin-cos-346-b-chunk-0225, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0226, unsat, , , , , , 
sin-cos-346-b-chunk-0227, sat, , , , , 4, 
sin-cos-346-b-chunk-0228, sat, , , , , 4, 
sin-cos-346-b-chunk-0229, unsat, , , , , , 
sin-cos-346-b-chunk-0230, sat, , , , , 4, 
sin-cos-346-b-chunk-0231, sat, , , , , 4, 
sin-cos-346-b-chunk-0232, unsat, , , 3, , 3, 
sin-cos-346-b-chunk-0233, unsat, , , , , , 
sin-cos-346-b-chunk-0234, sat, , , , , 4, 
sin-cos-346-b-chunk-0235, sat, , , , , 4, 
sin-cos-346-b-chunk-0236, unsat, , , , , , 
sin-cos-346-b-chunk-0237, unsat, , , , , , 
sin-cos-346-b-chunk-0238, sat, , , , , 4, 
sin-cos-346-b-chunk-0239, sat, , , , , 4, 
sin-cos-346-b-chunk-0240, unsat, , , , , , 
sin-cos-346-b-chunk-0241, sat, , , , , 4, 
sin-cos-346-b-chunk-0242, sat, , , , , 4, 
sin-cos-346-b-chunk-0243, sat, , , , , 4, 
sin-cos-346-b-chunk-0244, sat, , , , , 4, 
sin-cos-346-b-chunk-0245, sat, , , , , 4, 
sin-cos-346-b-chunk-0246, sat, , , , , 4, 
sin-cos-346-b-chunk-0247, sat, , , , , 4, 
sin-cos-346-b-chunk-0248, sat, , , , , 4, 
sin-cos-346-b-chunk-0249, sat, , , , , 4, 
sin-cos-346-b-chunk-0250, sat, , , , , 4, 
sin-cos-346-b-chunk-0251, sat, , , , , 4, 
sin-cos-346-b-chunk-0252, unsat, , , 3, , 3, 
sin-cos-346-b-chunk-0253, unsat, , , , , , 
sin-cos-346-b-chunk-0254, sat, , , , , 4, 
sin-cos-346-b-chunk-0255, sat, , , , , 4, 
sin-cos-346-b-chunk-0256, unsat, , , , , , 
sin-cos-346-b-chunk-0257, unsat, , , , , , 
sin-cos-346-b-chunk-0258, sat, , , , , 4, 
sin-cos-346-b-chunk-0259, sat, , , , , 4, 
sin-cos-346-b-chunk-0260, unsat, , , , , , 
sin-cos-346-b-chunk-0261, sat, , , , , 4, 
sin-cos-346-b-chunk-0262, sat, , , , , 4, 
sin-cos-346-b-chunk-0263, unsat, , , 3, , 3, 
sin-cos-346-b-chunk-0264, sat, , , , , 4, 
sin-cos-346-b-chunk-0265, sat, , , , , 4, 
sin-cos-346-b-chunk-0266, sat, , , , , 4, 
sin-cos-346-b-chunk-0267, unsat, , , , , , 
sin-cos-346-b-chunk-0268, sat, , , , , 4, 
sin-cos-346-b-chunk-0269, unsat, , , , , , 
sin-cos-346-b-chunk-0270, unsat, , , , , , 
sin-cos-346-b-chunk-0271, sat, , , , , 4, 
sin-cos-346-b-chunk-0272, sat, , , , , 4, 
sin-cos-346-b-chunk-0275, unsat, , , , , , 
sin-cos-346-b-chunk-0276, sat, , , , , 4, 
sin-cos-346-b-chunk-0277, sat, , , , , 4, 
sin-cos-346-b-chunk-0278, unsat, , , , , , 
sin-cos-346-b-chunk-0280, sat, , , , , 4, 
sin-cos-346-b-chunk-0281, sat, , , , , 4, 
sin-cos-346-b-chunk-0282, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0283, unsat, , , , , , 
sin-cos-346-b-chunk-0284, sat, , , , , 4, 
sin-cos-346-b-chunk-0285, sat, , , , , 4, 
sin-cos-346-b-chunk-0286, sat, , , , , 4, 
sin-cos-346-b-chunk-0287, unsat, , , , , , 
sin-cos-346-b-chunk-0289, unsat, , , , , , 
sin-cos-346-b-chunk-0290, sat, , , , , 4, 
sin-cos-346-b-chunk-0291, sat, , , , , 4, 
sin-cos-346-b-chunk-0292, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0293, unsat, , , , , , 
sin-cos-346-b-chunk-0294, sat, , , , , 4, 
sin-cos-346-b-chunk-0295, sat, , , , , 4, 
sin-cos-346-b-chunk-0296, unsat, , , , , , 
sin-cos-346-b-chunk-0297, sat, , , , , 4, 
sin-cos-346-b-chunk-0298, sat, , , , , 4, 
sin-cos-346-b-chunk-0299, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0300, unsat, , , , , , 
sin-cos-346-b-chunk-0301, sat, , , , , 4, 
sin-cos-346-b-chunk-0302, sat, , , , , 4, 
sin-cos-346-b-chunk-0303, unsat, , , , , , 
sin-cos-346-b-chunk-0304, sat, , , , , 4, 
sin-cos-346-b-chunk-0305, sat, , , , , 4, 
sin-cos-346-b-chunk-0306, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0307, unsat, , , , , , 
sin-cos-346-b-chunk-0308, sat, , , , , 4, 
sin-cos-346-b-chunk-0309, sat, , , , , 4, 
sin-cos-346-b-chunk-0310, unsat, , , 3, , 3, 
sin-cos-346-b-chunk-0311, sat, , , , , 4, 
sin-cos-346-b-chunk-0312, unsat, , , , , , 
sin-cos-346-b-chunk-0313, unsat, , , , , , 
sin-cos-346-b-chunk-0314, sat, , , , , 4, 
sin-cos-346-b-chunk-0315, sat, , , , , 4, 
sin-cos-346-b-chunk-0316, unsat, , , , , , 
sin-cos-346-b-chunk-0317, sat, , , , , 4, 
sin-cos-346-b-chunk-0318, sat, , , , , 4, 
sin-cos-346-b-chunk-0319, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0320, unsat, , , , , , 
sin-cos-346-b-chunk-0321, sat, , , , , 4, 
sin-cos-346-b-chunk-0322, sat, , , , , 4, 
sin-cos-346-b-chunk-0323, unsat, , , , , , 
sin-cos-346-b-chunk-0324, sat, , , , , 4, 
sin-cos-346-b-chunk-0325, sat, , , , , 4, 
sin-cos-346-b-chunk-0326, unsat, , , 1, , 1, 
sin-cos-346-b-chunk-0327, unsat, , , , , , 
sin-cos-346-b-chunk-0328, sat, , , , , 4, 
sin-cos-346-b-chunk-0329, sat, , , , , 4, 
sin-cos-346-b-chunk-0332, unsat, , , , , , 
sin-cos-346-b-chunk-0333, unsat, , , , , , 
sin-cos-346-b-chunk-0334, sat, , , , , 4, 
sin-cos-346-b-chunk-0335, sat, , , , , 4, 
sin-cos-346-b-chunk-0336, unsat, , , , , , 
sin-cos-346-b-chunk-0337, sat, , , , , 4, 
sin-cos-346-b-chunk-0338, sat, , , , , 4, 
sin-cos-346-b-chunk-0339, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0340, unsat, , , , , , 
sin-cos-346-b-chunk-0341, sat, , , , , 4, 
sin-cos-346-b-chunk-0342, sat, , , , , 4, 
sin-cos-346-b-chunk-0343, unsat, , , , , , 
sin-cos-346-b-chunk-0344, sat, , , , , 4, 
sin-cos-346-b-chunk-0345, sat, , , , , 4, 
sin-cos-346-b-chunk-0346, unsat, , , 2, , 2, 
sin-cos-346-b-chunk-0347, sat, , , , , 4, 
sin-cos-346-b-chunk-0348, unsat, , , , , , 
sin-cos-346-b-chunk-0349, unsat, , , , , , 
sin-cos-346-b-chunk-0350, sat, , , , , 4, 
sin-cos-346-b-chunk-0351, sat, , , , , 4, 
sin-cos-346-b-chunk-0352, unsat, , , , , , 
sin-cos-346-b-chunk-0353, sat, , , , , 4, 
sin-cos-346-b-chunk-0354, sat, , , , , 4, 
sin-cos-346-b-chunk-0355, unsat, , , 3, , 3, 
sin-cos-346-b-chunk-0356, unsat, , , , , , 
sin-cos-346-b-chunk-0357, sat, , , , , 4, 
sin-cos-346-b-chunk-0358, sat, , , , , 4, 
sin-cos-346-b-chunk-0359, unsat, , , , , , 
sin-cos-346-b-chunk-0360, sat, , , , , 4, 
sin-cos-346-b-chunk-0361, sat, , , , , 4, 
